gameID,TeamID,Score,NumOT,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,mens_data,tourney_game,Seed,Loc_A,Loc_H,Loc_N,IsWin,opp_TeamID,opp_Score,opp_NumOT,opp_FGM,opp_FGA,opp_FGM3,opp_FGA3,opp_FTM,opp_FTA,opp_OR,opp_DR,opp_Ast,opp_TO,opp_Stl,opp_Blk,opp_PF,opp_Seed
4252,1212,74,0,23,60,6,17,22,32,13,23,10,8,10,5,14,True,False,16,False,True,False,True,1212,74,0,23,60,6,17,22,32,13,23,10,8,10,5,14,16
4253,1213,94,0,32,72,8,19,22,29,19,27,11,11,13,5,20,True,False,12,False,True,False,True,1213,94,0,32,72,8,19,22,29,19,27,11,11,13,5,20,12
4254,1217,77,0,25,50,10,21,17,22,3,26,13,10,7,3,17,True,False,20,False,True,False,True,1217,77,0,25,50,10,21,17,22,3,26,13,10,7,3,17,20
4255,1218,87,0,26,49,12,20,23,27,6,30,14,13,3,1,22,True,False,20,False,True,False,True,1218,87,0,26,49,12,20,23,27,6,30,14,13,3,1,22,20
4256,1219,78,0,24,68,7,24,23,27,13,28,8,8,7,1,18,True,False,20,True,False,False,True,1219,78,0,24,68,7,24,23,27,13,28,8,8,7,1,18,20
4257,1220,81,0,30,59,11,22,10,12,6,26,14,10,6,0,20,True,False,20,True,False,False,True,1220,81,0,30,59,11,22,10,12,6,26,14,10,6,0,20,20
4258,1221,58,0,22,53,6,19,8,13,8,21,13,8,4,4,12,True,False,20,False,True,False,True,1221,58,0,22,53,6,19,8,13,8,21,13,8,4,4,12,20
4259,1222,67,0,27,69,3,16,10,14,16,23,9,5,5,4,20,True,False,1,True,False,False,True,1222,67,0,27,69,3,16,10,14,16,23,9,5,5,4,20,1
4260,1223,86,0,32,59,6,15,16,30,8,17,10,11,7,3,18,True,False,20,False,True,False,True,1223,86,0,32,59,6,15,16,30,8,17,10,11,7,3,18,20
4261,1226,68,0,22,46,4,18,20,30,9,16,8,9,10,4,14,True,False,20,False,True,False,True,1226,68,0,22,46,4,18,20,30,9,16,8,9,10,4,14,20
4262,1232,73,0,28,64,12,40,5,10,5,25,16,7,5,4,20,True,False,20,True,False,False,True,1232,73,0,28,64,12,40,5,10,5,25,16,7,5,4,20,20
4263,1235,71,0,24,48,8,19,15,18,4,18,20,10,5,6,16,True,False,2,False,True,False,True,1235,71,0,24,48,8,19,15,18,4,18,20,10,5,6,16,2
4264,1236,92,0,35,58,12,25,10,15,7,22,19,14,10,6,16,True,False,20,True,False,False,True,1236,92,0,35,58,12,25,10,15,7,22,19,14,10,6,16,20
4265,1238,77,0,27,61,4,5,19,24,15,26,6,11,8,4,17,True,False,20,True,False,False,True,1238,77,0,27,61,4,5,19,24,15,26,6,11,8,4,17,20
4266,1239,67,0,22,61,3,21,20,30,18,23,8,6,6,1,20,True,False,20,False,True,False,True,1239,67,0,22,61,3,21,20,30,18,23,8,6,6,1,20,20
4267,1241,73,0,28,55,7,19,10,15,8,24,17,10,7,2,17,True,False,12,False,True,False,True,1241,73,0,28,55,7,19,10,15,8,24,17,10,7,2,17,12
4268,1242,64,0,24,56,5,21,11,15,4,16,11,8,17,2,14,True,False,4,False,True,False,True,1242,64,0,24,56,5,21,11,15,4,16,11,8,17,2,14,4
4269,1249,75,0,28,59,11,24,8,9,7,26,20,10,8,2,16,True,False,20,False,True,False,True,1249,75,0,28,59,11,24,8,9,7,26,20,10,8,2,16,20
4270,1250,94,2,29,62,8,22,28,33,8,25,11,11,8,2,17,True,False,20,False,True,False,True,1250,94,2,29,62,8,22,28,33,8,25,11,11,8,2,17,20
4271,1251,65,0,25,53,9,23,6,10,2,19,10,15,10,4,12,True,False,20,False,True,False,True,1251,65,0,25,53,9,23,6,10,2,19,10,15,10,4,12,20
4272,1252,101,0,32,57,5,18,32,40,8,28,9,7,5,4,21,True,False,20,False,True,False,True,1252,101,0,32,57,5,18,32,40,8,28,9,7,5,4,21,20
4273,1253,77,0,25,56,7,19,20,28,7,23,16,9,9,1,11,True,False,15,False,True,False,True,1253,77,0,25,56,7,19,20,28,7,23,16,9,9,1,11,15
4274,1254,75,0,26,52,9,19,14,21,5,30,17,13,7,7,21,True,False,20,False,True,False,True,1254,75,0,26,52,9,19,14,21,5,30,17,13,7,7,21,20
4275,1255,84,0,27,53,10,21,20,28,12,19,14,14,6,1,32,True,False,16,False,True,False,True,1255,84,0,27,53,10,21,20,28,12,19,14,14,6,1,32,16
4276,1257,79,0,22,57,4,18,31,34,12,28,13,11,5,4,16,True,False,20,False,True,False,True,1257,79,0,22,57,4,18,31,34,12,28,13,11,5,4,16,20
4277,1260,81,0,30,69,9,28,12,14,11,28,18,6,5,4,21,True,False,20,True,False,False,True,1260,81,0,30,69,9,28,12,14,11,28,18,6,5,4,21,20
4278,1265,77,0,26,57,9,20,16,17,5,23,12,5,11,4,13,True,False,20,True,False,False,True,1265,77,0,26,57,9,20,16,17,5,23,12,5,11,4,13,20
4279,1266,86,0,33,59,14,27,6,10,8,19,23,11,6,2,9,True,False,2,False,True,False,True,1266,86,0,33,59,14,27,6,10,8,19,23,11,6,2,9,2
4280,1270,74,0,23,52,3,15,25,35,12,30,14,19,12,7,24,True,False,12,False,True,False,True,1270,74,0,23,52,3,15,25,35,12,30,14,19,12,7,24,12
4281,1277,88,0,29,55,5,8,25,34,5,22,14,6,6,2,19,True,False,9,False,True,False,True,1277,88,0,29,55,5,8,25,34,5,22,14,6,6,2,19,9
4282,1280,75,0,28,59,9,25,10,21,9,28,14,12,15,3,19,True,False,8,True,False,False,True,1280,75,0,28,59,9,25,10,21,9,28,14,12,15,3,19,8
4283,1282,65,0,25,49,11,25,4,7,5,24,12,16,11,3,19,True,False,20,True,False,False,True,1282,65,0,25,49,11,25,4,7,5,24,12,16,11,3,19,20
4284,1287,69,0,23,44,6,19,17,23,7,29,15,13,3,9,16,True,False,14,False,True,False,True,1287,69,0,23,44,6,19,17,23,7,29,15,13,3,9,16,14
4285,1291,96,0,32,60,11,22,21,29,8,30,17,12,8,6,16,True,False,20,False,True,False,True,1291,96,0,32,60,11,22,21,29,8,30,17,12,8,6,16,20
4286,1292,68,0,23,52,5,15,17,29,10,28,7,17,5,4,14,True,False,20,True,False,False,True,1292,68,0,23,52,5,15,17,29,10,28,7,17,5,4,14,20
4287,1293,73,0,29,59,6,16,9,15,7,20,12,6,7,2,18,True,False,20,False,True,False,True,1293,73,0,29,59,6,16,9,15,7,20,12,6,7,2,18,20
4288,1294,87,0,32,52,9,15,14,18,6,28,13,14,5,5,18,True,False,20,False,True,False,True,1294,87,0,32,52,9,15,14,18,6,28,13,14,5,5,18,20
4289,1295,81,0,29,54,13,26,10,16,4,25,18,13,2,1,18,True,False,20,False,True,False,True,1295,81,0,29,54,13,26,10,16,4,25,18,13,2,1,18,20
4290,1297,79,0,28,64,8,24,15,20,12,24,16,13,10,1,11,True,False,20,False,True,False,True,1297,79,0,28,64,8,24,15,20,12,24,16,13,10,1,11,20
4291,1304,79,0,30,64,9,23,10,16,12,27,18,9,7,3,18,True,False,8,False,True,False,True,1304,79,0,30,64,9,23,10,16,12,27,18,9,7,3,18,8
4292,1306,60,0,23,56,7,24,7,12,9,33,6,17,4,4,14,True,False,20,False,True,False,True,1306,60,0,23,56,7,24,7,12,9,33,6,17,4,4,14,20
4293,1312,71,0,21,52,4,14,25,35,7,26,3,10,11,5,24,True,False,20,False,True,False,True,1312,71,0,21,52,4,14,25,35,7,26,3,10,11,5,24,20
4294,1314,75,0,24,59,11,31,16,24,10,27,15,15,8,5,19,True,False,1,True,False,False,True,1314,75,0,24,59,11,31,16,24,10,27,15,15,8,5,19,1
4295,1318,77,0,26,57,8,24,17,23,13,26,16,9,7,3,15,True,False,20,False,True,False,True,1318,77,0,26,57,8,24,17,23,13,26,16,9,7,3,15,20
4296,1319,76,0,29,57,6,16,12,18,6,33,17,17,8,4,18,True,False,20,False,True,False,True,1319,76,0,29,57,6,16,12,18,6,33,17,17,8,4,18,20
4297,1323,74,0,27,55,7,20,13,17,7,24,14,7,8,0,14,True,False,20,False,True,False,True,1323,74,0,27,55,7,20,13,17,7,24,14,7,8,0,14,20
4298,1324,74,0,31,62,8,19,4,6,7,29,13,11,7,6,12,True,False,14,True,False,False,True,1324,74,0,31,62,8,19,4,6,7,29,13,11,7,6,12,14
4299,1326,79,2,29,66,4,17,17,20,5,31,9,9,6,5,25,True,False,20,False,True,False,True,1326,79,2,29,66,4,17,17,20,5,31,9,9,6,5,25,20
4300,1328,66,0,21,46,9,23,15,24,2,32,14,12,3,9,18,True,False,20,False,True,False,True,1328,66,0,21,46,9,23,15,24,2,32,14,12,3,9,18,20
4301,1337,72,0,28,63,5,18,11,14,10,26,8,7,2,4,15,True,False,20,True,False,False,True,1337,72,0,28,63,5,18,11,14,10,26,8,7,2,4,15,20
4302,1342,76,0,28,51,8,18,12,21,7,16,11,7,6,4,14,True,False,20,False,True,False,True,1342,76,0,28,51,8,18,12,21,7,16,11,7,6,4,14,20
4303,1343,77,0,26,58,16,38,9,14,5,24,15,6,3,0,10,True,False,20,False,True,False,True,1343,77,0,26,58,16,38,9,14,5,24,15,6,3,0,10,20
4304,1345,79,0,25,59,8,21,21,33,14,29,12,8,10,3,13,True,False,1,False,True,False,True,1345,79,0,25,59,8,21,21,33,14,29,12,8,10,3,13,1
4305,1350,82,0,29,56,7,16,17,18,1,28,12,4,6,4,13,True,False,20,False,True,False,True,1350,82,0,29,56,7,16,17,18,1,28,12,4,6,4,13,20
4306,1352,71,0,24,55,8,26,15,18,12,29,16,16,1,1,16,True,False,20,False,True,False,True,1352,71,0,24,55,8,26,15,18,12,29,16,16,1,1,16,20
4307,1353,78,0,30,67,10,17,8,9,10,31,18,7,8,9,19,True,False,20,False,True,False,True,1353,78,0,30,67,10,17,8,9,10,31,18,7,8,9,19,20
4308,1354,78,0,28,49,10,20,12,16,6,16,12,11,8,2,15,True,False,20,False,True,False,True,1354,78,0,28,49,10,20,12,16,6,16,12,11,8,2,15,20
4309,1355,83,0,31,60,10,20,11,15,7,22,17,8,7,1,11,True,False,15,False,True,False,True,1355,83,0,31,60,10,20,11,15,7,22,17,8,7,1,11,15
4310,1356,69,0,25,50,7,25,12,16,5,19,15,5,2,4,16,True,False,20,False,True,False,True,1356,69,0,25,50,7,25,12,16,5,19,15,5,2,4,16,20
4311,1359,102,0,40,67,9,22,13,20,4,25,22,8,14,2,21,True,False,13,True,False,False,True,1359,102,0,40,67,9,22,13,20,4,25,22,8,14,2,21,13
4312,1360,89,0,29,57,9,20,22,30,12,22,15,9,3,2,25,True,False,20,True,False,False,True,1360,89,0,29,57,9,20,22,30,12,22,15,9,3,2,25,20
4313,1362,71,0,20,53,3,16,28,32,11,15,6,7,10,1,20,True,False,20,False,True,False,True,1362,71,0,20,53,3,16,28,32,11,15,6,7,10,1,20,20
4314,1368,69,0,26,48,7,20,10,18,8,27,16,15,2,6,18,True,False,20,True,False,False,True,1368,69,0,26,48,7,20,10,18,8,27,16,15,2,6,18,20
4315,1373,68,0,22,53,6,16,18,21,9,31,14,16,6,8,18,True,False,20,True,False,False,True,1373,68,0,22,53,6,16,18,21,9,31,14,16,6,8,18,20
4316,1375,75,0,28,62,13,27,6,11,9,19,17,5,10,2,14,True,False,20,False,True,False,True,1375,75,0,28,62,13,27,6,11,9,19,17,5,10,2,14,20
4317,1376,75,0,30,58,9,29,6,8,10,18,21,6,2,3,14,True,False,6,False,True,False,True,1376,75,0,30,58,9,29,6,8,10,18,21,6,2,3,14,6
4318,1378,69,0,25,58,12,27,7,12,10,25,15,9,4,3,12,True,False,20,True,False,False,True,1378,69,0,25,58,12,27,7,12,10,25,15,9,4,3,12,20
4319,1379,86,0,33,59,12,26,8,13,7,26,22,12,7,4,22,True,False,20,False,True,False,True,1379,86,0,33,59,12,26,8,13,7,26,22,12,7,4,22,20
4320,1380,69,0,18,54,5,18,28,37,13,20,12,11,11,7,23,True,False,20,False,True,False,True,1380,69,0,18,54,5,18,28,37,13,20,12,11,11,7,23,20
4321,1384,72,0,26,54,9,22,11,20,8,26,15,12,5,3,13,True,False,20,False,True,False,True,1384,72,0,26,54,9,22,11,20,8,26,15,12,5,3,13,20
4322,1386,87,0,29,66,11,31,18,25,7,20,14,9,11,3,18,True,False,20,False,True,False,True,1386,87,0,29,66,11,31,18,25,7,20,14,9,11,3,18,20
4323,1388,76,0,26,64,14,35,10,13,8,31,19,7,6,2,15,True,False,5,True,False,False,True,1388,76,0,26,64,14,35,10,13,8,31,19,7,6,2,15,5
4324,1390,99,0,36,64,19,38,8,10,9,30,23,14,4,4,13,True,False,20,False,True,False,True,1390,99,0,36,64,19,38,8,10,9,30,23,14,4,4,13,20
4325,1391,87,0,29,67,7,19,22,23,14,19,11,9,6,4,13,True,False,16,False,True,False,True,1391,87,0,29,67,7,19,22,23,14,19,11,9,6,4,13,16
4326,1398,77,0,30,53,7,14,10,17,9,25,15,10,3,4,14,True,False,20,True,False,False,True,1398,77,0,30,53,7,14,10,17,9,25,15,10,3,4,14,20
4327,1399,62,1,25,58,4,17,8,12,4,34,11,14,4,6,15,True,False,20,True,False,False,True,1399,62,1,25,58,4,17,8,12,4,34,11,14,4,6,15,20
4328,1400,94,0,36,70,15,32,7,8,7,26,28,5,8,6,20,True,False,7,False,True,False,True,1400,94,0,36,70,15,32,7,8,7,26,28,5,8,6,20,7
4329,1401,85,0,28,60,11,28,18,25,14,28,14,9,6,5,19,True,False,9,False,True,False,True,1401,85,0,28,60,11,28,18,25,14,28,14,9,6,5,19,9
4330,1402,68,0,27,58,5,13,9,16,8,24,15,9,13,5,17,True,False,20,False,True,False,True,1402,68,0,27,58,5,13,9,16,8,24,15,9,13,5,17,20
4331,1403,66,0,23,60,7,21,13,15,13,28,14,10,5,2,11,True,False,6,False,True,False,True,1403,66,0,23,60,7,21,13,15,13,28,14,10,5,2,11,6
4332,1404,62,0,25,60,4,10,8,10,7,27,14,9,6,3,17,True,False,20,True,False,False,True,1404,62,0,25,60,4,10,8,10,7,27,14,9,6,3,17,20
4333,1407,78,0,25,47,4,15,24,34,9,22,10,18,8,5,23,True,False,20,False,True,False,True,1407,78,0,25,47,4,15,24,34,9,22,10,18,8,5,23,20
4334,1411,78,1,28,68,8,30,14,26,13,20,9,13,8,1,18,True,False,20,True,False,False,True,1411,78,1,28,68,8,30,14,26,13,20,9,13,8,1,18,20
4335,1415,88,0,28,59,13,27,19,24,8,27,20,9,7,4,13,True,False,20,False,True,False,True,1415,88,0,28,59,13,27,19,24,8,27,20,9,7,4,13,20
4336,1417,61,0,21,58,5,17,14,22,9,25,7,5,7,3,14,True,False,20,True,False,False,True,1417,61,0,21,58,5,17,14,22,9,25,7,5,7,3,14,20
4337,1419,82,0,32,56,8,16,10,15,11,23,18,12,5,2,7,True,False,20,False,True,False,True,1419,82,0,32,56,8,16,10,15,11,23,18,12,5,2,7,20
4338,1421,77,0,24,52,10,25,19,29,9,21,13,13,13,4,13,True,False,20,True,False,False,True,1421,77,0,24,52,10,25,19,29,9,21,13,13,13,4,13,20
4339,1423,95,0,38,63,8,21,11,18,10,26,21,8,8,1,16,True,False,20,True,False,False,True,1423,95,0,38,63,8,21,11,18,10,26,21,8,8,1,16,20
4340,1424,80,0,30,61,2,8,18,25,9,23,8,10,4,6,24,True,False,20,True,False,False,True,1424,80,0,30,61,2,8,18,25,9,23,8,10,4,6,24,20
4341,1426,71,1,24,63,10,26,13,15,13,23,13,20,7,5,28,True,False,20,False,True,False,True,1426,71,1,24,63,10,26,13,15,13,23,13,20,7,5,28,20
4342,1429,80,0,29,56,9,21,13,20,5,28,20,8,5,5,15,True,False,8,False,True,False,True,1429,80,0,29,56,9,21,13,20,5,28,20,8,5,5,15,8
4343,1430,74,0,29,53,7,15,9,13,6,35,26,16,11,7,15,True,False,20,False,True,False,True,1430,74,0,29,53,7,15,9,13,6,35,26,16,11,7,15,20
4344,1431,74,0,26,63,10,24,12,21,17,27,14,14,14,2,15,True,False,20,False,True,False,True,1431,74,0,26,63,10,24,12,21,17,27,14,14,14,2,15,20
4345,1436,72,0,27,68,6,30,12,14,12,28,9,6,5,3,14,True,False,13,True,False,False,True,1436,72,0,27,68,6,30,12,14,12,28,9,6,5,3,14,13
4346,1438,80,0,26,52,10,18,18,24,9,16,18,8,5,1,23,True,False,20,True,False,False,True,1438,80,0,26,52,10,18,18,24,9,16,18,8,5,1,23,20
4347,1441,79,0,27,64,10,20,15,22,10,31,13,6,6,3,14,True,False,20,False,True,False,True,1441,79,0,27,64,10,20,15,22,10,31,13,6,6,3,14,20
4348,1443,70,0,27,65,6,17,10,13,10,29,10,12,8,2,15,True,False,15,True,False,False,True,1443,70,0,27,65,6,17,10,13,10,29,10,12,8,2,15,15
4349,1448,83,0,29,60,8,21,17,21,4,26,11,8,5,4,11,True,False,20,False,True,False,True,1448,83,0,29,60,8,21,17,21,4,26,11,8,5,4,11,20
4350,1449,67,0,22,52,8,24,15,20,7,27,14,11,6,5,14,True,False,20,True,False,False,True,1449,67,0,22,52,8,24,15,20,7,27,14,11,6,5,14,20
4351,1450,62,0,21,49,5,12,15,22,7,25,8,12,7,4,17,True,False,7,True,False,False,True,1450,62,0,21,49,5,12,15,22,7,25,8,12,7,4,17,7
4352,1451,58,0,21,44,4,16,12,16,5,11,6,10,12,2,13,True,False,20,False,True,False,True,1451,58,0,21,44,4,16,12,16,5,11,6,10,12,2,13,20
4353,1453,84,0,28,61,14,29,14,19,10,24,17,10,1,1,19,True,False,20,True,False,False,True,1453,84,0,28,61,14,29,14,19,10,24,17,10,1,1,19,20
4354,1459,77,0,27,51,11,26,12,18,6,22,21,8,6,2,16,True,False,20,False,True,False,True,1459,77,0,27,51,11,26,12,18,6,22,21,8,6,2,16,20
4355,1463,80,0,28,60,3,14,21,27,14,24,14,12,8,2,14,True,False,13,False,True,False,True,1463,80,0,28,60,3,14,21,27,14,24,14,12,8,2,14,13
4356,1467,66,0,24,60,6,23,12,17,10,20,13,11,16,6,10,True,False,20,False,True,False,True,1467,66,0,24,60,6,23,12,17,10,20,13,11,16,6,10,20
4357,1469,85,0,30,49,3,7,22,24,3,21,14,10,9,1,22,True,False,20,False,True,False,True,1469,85,0,30,49,3,7,22,24,3,21,14,10,9,1,22,20
4358,1470,82,0,27,59,11,18,17,21,6,19,15,7,8,4,20,True,False,20,True,False,False,True,1470,82,0,27,59,11,18,17,21,6,19,15,7,8,4,20,20
4359,1475,84,0,27,46,11,21,19,25,3,28,13,10,4,4,21,True,False,20,False,True,False,True,1475,84,0,27,46,11,21,19,25,3,28,13,10,4,4,21,20
4360,1477,89,0,31,61,11,18,16,22,7,21,18,8,4,3,13,True,False,20,False,True,False,True,1477,89,0,31,61,11,18,16,22,7,21,18,8,4,3,13,20
4361,1150,73,0,22,45,8,19,21,29,5,25,14,12,1,4,10,True,False,20,True,False,False,True,1150,73,0,22,45,8,19,21,29,5,25,14,12,1,4,10,20
4362,1194,95,1,34,72,7,23,20,22,11,20,21,9,13,1,13,True,False,8,True,False,False,True,1194,95,1,34,72,7,23,20,22,11,20,21,9,13,1,13,8
4363,1227,71,0,27,53,7,17,10,12,3,23,15,11,5,6,18,True,False,20,False,True,False,True,1227,71,0,27,53,7,17,10,12,3,23,15,11,5,6,18,20
4364,1234,90,0,31,65,5,15,23,28,11,25,14,7,7,6,11,True,False,20,False,True,False,True,1234,90,0,31,65,5,15,23,28,11,25,14,7,7,6,11,20
4365,1269,81,0,31,64,11,28,8,18,8,23,20,9,9,2,13,True,False,20,False,True,False,True,1269,81,0,31,64,11,28,8,18,8,23,20,9,9,2,13,20
4366,1272,90,0,29,62,9,24,23,33,10,28,21,11,11,5,23,True,False,20,False,True,False,True,1272,90,0,29,62,9,24,23,33,10,28,21,11,11,5,23,20
4367,1321,68,0,20,63,6,16,22,27,8,26,14,6,7,2,16,True,False,9,False,True,False,True,1321,68,0,20,63,6,16,22,27,8,26,14,6,7,2,16,9
4368,1374,71,0,25,52,8,20,13,19,14,18,13,12,12,6,9,True,False,20,False,True,False,True,1374,71,0,25,52,8,20,13,19,14,18,13,12,12,6,9,20
4369,1412,70,0,24,64,7,25,15,22,13,25,14,7,7,4,14,True,False,12,True,False,False,True,1412,70,0,24,64,7,25,15,22,13,25,14,7,7,4,14,12
4370,1418,86,0,33,58,9,18,11,15,5,22,12,5,10,2,13,True,False,20,False,True,False,True,1418,86,0,33,58,9,18,11,15,5,22,12,5,10,2,13,20
4371,1437,80,0,30,56,14,30,6,7,2,25,17,8,11,1,10,True,False,20,False,True,False,True,1437,80,0,30,56,14,30,6,7,2,25,17,8,11,1,10,20
4372,1105,60,0,19,56,0,9,22,30,16,34,4,17,8,4,19,True,False,20,True,False,False,True,1105,60,0,19,56,0,9,22,30,16,34,4,17,8,4,19,20
4373,1108,72,0,26,54,6,11,14,23,10,19,13,7,12,4,13,True,False,20,True,False,False,True,1108,72,0,26,54,6,11,14,23,10,19,13,7,12,4,13,20
4374,1126,83,0,26,52,9,21,22,31,7,17,16,11,10,3,23,True,False,20,False,True,False,True,1126,83,0,26,52,9,21,22,31,7,17,16,11,10,3,23,20
4375,1181,77,0,26,55,7,25,18,25,7,29,14,13,4,4,17,True,False,4,False,True,False,True,1181,77,0,26,55,7,25,18,25,7,29,14,13,4,4,17,4
4376,1230,76,0,25,56,7,20,19,28,10,31,14,14,5,4,20,True,False,20,False,True,False,True,1230,76,0,25,56,7,20,19,28,10,31,14,14,5,4,20,20
4377,1238,76,0,29,67,7,21,11,18,13,23,15,5,8,3,11,True,False,20,True,False,False,True,1238,76,0,29,67,7,21,11,18,13,23,15,5,8,3,11,20
4378,1250,71,1,23,65,5,20,20,27,9,32,12,5,8,3,13,True,False,20,True,False,False,True,1250,71,1,23,65,5,20,20,27,9,32,12,5,8,3,13,20
4379,1270,105,0,40,71,15,32,10,12,9,28,18,7,14,6,23,True,False,12,True,False,False,True,1270,105,0,40,71,15,32,10,12,9,28,18,7,14,6,23,12
4380,1311,67,0,23,60,8,20,13,18,9,27,7,8,3,7,16,True,False,20,False,True,False,True,1311,67,0,23,60,8,20,13,18,9,27,7,8,3,7,16,20
4381,1322,70,0,26,59,4,13,14,19,10,23,14,15,5,5,22,True,False,20,False,True,False,True,1322,70,0,26,59,4,13,14,19,10,23,14,15,5,5,22,20
4382,1341,61,0,23,64,3,15,12,19,8,27,12,6,8,6,12,True,False,20,True,False,False,True,1341,61,0,23,64,3,15,12,19,8,27,12,6,8,6,12,20
4383,1368,79,1,24,64,7,21,24,29,10,33,16,13,6,8,14,True,False,20,True,False,False,True,1368,79,1,24,64,7,21,24,29,10,33,16,13,6,8,14,20
4384,1380,73,0,23,54,8,23,19,23,7,23,17,9,7,6,14,True,False,20,False,True,False,True,1380,73,0,23,54,8,23,19,23,7,23,17,9,7,6,14,20
4385,1395,81,0,31,64,6,20,13,18,7,24,20,11,10,6,20,True,False,9,False,True,False,True,1395,81,0,31,64,6,20,13,18,7,24,20,11,10,6,20,9
4386,1403,79,0,27,55,10,26,15,22,6,30,19,8,6,3,14,True,False,6,False,True,False,True,1403,79,0,27,55,10,26,15,22,6,30,19,8,6,3,14,6
4387,1406,80,0,30,61,10,29,10,18,15,25,18,11,6,3,21,True,False,20,False,True,False,True,1406,80,0,30,61,10,29,10,18,15,25,18,11,6,3,21,20
4388,1124,79,0,28,51,11,21,12,16,4,17,16,5,9,1,14,True,False,3,False,True,False,True,1124,79,0,28,51,11,21,12,16,4,17,16,5,9,1,14,3
4389,1130,89,0,34,60,11,23,10,13,3,20,21,9,5,8,18,True,False,20,False,True,False,True,1130,89,0,34,60,11,23,10,13,3,20,21,9,5,8,18,20
4390,1140,90,0,21,47,8,23,40,46,7,26,12,17,4,2,19,True,False,6,False,True,False,True,1140,90,0,21,47,8,23,40,46,7,26,12,17,4,2,19,6
4391,1166,94,0,34,58,17,36,9,13,5,25,25,8,3,5,12,True,False,3,False,True,False,True,1166,94,0,34,58,17,36,9,13,5,25,25,8,3,5,12,3
4392,1172,71,0,27,65,4,19,13,18,11,30,11,7,10,6,15,True,False,20,False,True,False,True,1172,71,0,27,65,4,19,13,18,11,30,11,7,10,6,15,20
4393,1173,75,0,26,55,7,22,16,23,7,22,12,4,6,3,10,True,False,7,False,True,False,True,1173,75,0,26,55,7,22,16,23,7,22,12,4,6,3,10,7
4394,1179,78,0,27,55,13,27,11,14,6,22,17,11,6,1,14,True,False,10,True,False,False,True,1179,78,0,27,55,13,27,11,14,6,22,17,11,6,1,14,10
4395,1196,82,0,33,68,4,17,12,20,15,22,14,7,6,9,16,True,False,7,False,True,False,True,1196,82,0,33,68,4,17,12,20,15,22,14,7,6,9,16,7
4396,1206,90,0,34,60,10,26,12,17,8,31,14,9,5,4,14,True,False,20,False,True,False,True,1206,90,0,34,60,10,26,12,17,8,31,14,9,5,4,14,20
4397,1228,97,0,36,64,12,25,13,15,9,27,17,8,3,3,21,True,False,3,False,True,False,True,1228,97,0,36,64,12,25,13,15,9,27,17,8,3,3,21,3
4398,1229,80,0,29,56,4,16,18,25,7,30,8,11,3,2,14,True,False,20,True,False,False,True,1229,80,0,29,56,4,16,18,25,7,30,8,11,3,2,14,20
4399,1235,68,0,28,59,5,18,7,8,8,15,12,11,12,1,15,True,False,2,True,False,False,True,1235,68,0,28,59,5,18,7,8,8,15,12,11,12,1,15,2
4400,1246,75,0,28,54,6,18,13,17,3,30,17,15,8,12,18,True,False,3,False,True,False,True,1246,75,0,28,54,6,18,13,17,3,30,17,15,8,12,18,3
4401,1266,78,0,31,65,5,12,11,14,7,27,12,7,8,4,19,True,False,2,True,False,False,True,1266,78,0,31,65,5,12,11,14,7,27,12,7,8,4,19,2
4402,1296,72,0,24,55,8,15,16,29,9,24,8,8,5,6,14,True,False,20,False,True,False,True,1296,72,0,24,55,8,15,16,29,9,24,8,8,5,6,14,20
4403,1307,83,0,32,64,9,19,10,17,11,21,19,7,7,1,20,True,False,11,True,False,False,True,1307,83,0,32,64,9,19,10,17,11,21,19,7,7,1,20,11
4404,1338,74,0,26,58,14,32,8,11,9,22,14,7,5,2,11,True,False,20,True,False,False,True,1338,74,0,26,58,14,32,8,11,9,22,14,7,5,2,11,20
4405,1344,75,0,24,51,8,20,19,24,2,27,15,14,7,2,15,True,False,20,False,True,False,True,1344,75,0,24,51,8,20,19,24,2,27,15,14,7,2,15,20
4406,1361,71,0,24,54,5,17,18,25,13,30,14,15,8,5,17,True,False,5,False,True,False,True,1361,71,0,24,54,5,17,18,25,13,30,14,15,8,5,17,5
4407,1363,73,0,25,39,3,8,20,26,1,16,14,8,6,2,16,True,False,20,False,True,False,True,1363,73,0,25,39,3,8,20,26,1,16,14,8,6,2,16,20
4408,1393,86,0,30,48,8,17,18,25,3,19,11,8,10,1,11,True,False,20,False,True,False,True,1393,86,0,30,48,8,17,18,25,3,19,11,8,10,1,11,20
4409,1399,70,0,22,50,4,14,22,27,5,20,16,9,8,2,9,True,False,20,False,True,False,True,1399,70,0,22,50,4,14,22,27,5,20,16,9,8,2,9,20
4410,1435,74,0,26,59,7,23,15,18,9,11,10,5,6,5,12,True,False,20,False,True,False,True,1435,74,0,26,59,7,23,15,18,9,11,10,5,6,5,12,20
4411,1439,83,0,22,54,11,23,28,32,11,22,12,11,6,1,21,True,False,20,False,True,False,True,1439,83,0,22,54,11,23,28,32,11,22,12,11,6,1,21,20
4412,1458,62,0,22,50,7,21,11,16,10,27,13,11,4,0,12,True,False,5,False,True,False,True,1458,62,0,22,50,7,21,11,16,10,27,13,11,4,0,12,5
4413,1110,59,0,19,43,6,15,15,17,3,28,11,11,5,2,16,True,False,20,True,False,False,True,1110,59,0,19,43,6,15,15,17,3,28,11,11,5,2,16,20
